,r_pick1,r_pick2,r_pick3,r_pick4,r_pick5,d_pick5,d_pick4,d_pick3,d_pick2,d_pick1,r_ban7,r_ban6,r_ban5,r_ban4,r_ban3,r_ban2,r_ban1,d_ban7,d_ban6,d_ban5,d_ban4,d_ban3,d_ban2,d_ban1,match,tournament
1349,Doom,Rubick,Undying,Naga Siren,Storm Spirit,Pangolier,Venomancer,Monkey King,Slark,Disruptor,Leshrac,Ember Spirit,Mirana,Marci,Dark Willow,Broodmother,Beastmaster,Puck,Outworld Destroyer,Riki,Lone Druid,Bloodseeker,Tiny,Io,OG vs Nouns,DreamLeague Season 19 
1350,Leshrac,Primal Beast,Riki,Io,Troll Warlord,Pangolier,Lifestealer,Rubick,Enchantress,Nature's Prophet,Kunkka,Dragon Knight,Drow Ranger,Ember Spirit,Clockwerk,Undying,Beastmaster,Morphling,Naga Siren,Terrorblade,Templar Assassin,Batrider,Death Prophet,Broodmother,Gaimin Gladiators vs Evil Geniuses,DreamLeague Season 19 
1351,Disruptor,Clockwerk,Doom,Terrorblade,Ember Spirit,Mars,Chaos Knight,Mirana,Riki,Leshrac,Timbersaw,Dark Seer,Rubick,Batrider,Io,Death Prophet,Broodmother,Kunkka,Pangolier,Dragon Knight,Nature's Prophet,Drow Ranger,Undying,Beastmaster,Gaimin Gladiators vs Evil Geniuses,DreamLeague Season 19 
1352,Monkey King,Jakiro,Storm Spirit,Naga Siren,Death Prophet,Doom,Mirana,Ember Spirit,Rubick,Broodmother,Anti-Mage,Shadow Fiend,Invoker,Puck,Morphling,Batrider,Nature's Prophet,Beastmaster,Enigma,Dragon Knight,Timbersaw,Pangolier,Disruptor,Enchantress,Team Aster vs Shopify Rebellion,DreamLeague Season 19 
1353,Nature's Prophet,Jakiro,Puck,Riki,Chaos Knight,Phantom Assassin,Tiny,Clockwerk,Snapfire,Beastmaster,Terrorblade,Templar Assassin,Batrider,Primal Beast,Rubick,Disruptor,Undying,Night Stalker,Naga Siren,Dragon Knight,Monkey King,Storm Spirit,Enchantress,Broodmother,Team Aster vs Shopify Rebellion,DreamLeague Season 19 
1354,Mirana,Tiny,Dark Seer,Naga Siren,Spirit Breaker,Dragon Knight,Doom,Hoodwink,Lycan,Disruptor,Monkey King,Primal Beast,Leshrac,Anti-Mage,Pugna,Broodmother,Beastmaster,Death Prophet,Batrider,Ursa,Bloodseeker,Terrorblade,Pangolier,Rubick,TSM vs Entity,DreamLeague Season 19 
1355,Enchantress,Doom,Mirana,Templar Assassin,Chaos Knight,Venomancer,Bane,Shadow Fiend,Pangolier,Rubick,Batrider,Death Prophet,Clockwerk,Undying,Terrorblade,Broodmother,Disruptor,Ember Spirit,Dragon Knight,Storm Spirit,Puck,Bloodseeker,Lycan,Beastmaster,TSM vs Entity,DreamLeague Season 19 
1356,Rubick,Doom,Snapfire,Batrider,Drow Ranger,Riki,Luna,Techies,Nature's Prophet,Disruptor,Puck,Ember Spirit,Bounty Hunter,Death Prophet,Undying,Broodmother,Dragon Knight,Primal Beast,Lycan,Slark,Naga Siren,Terrorblade,Visage,Marci,ex-HellRaisers vs Execration,DreamLeague Season 19 
1357,Rubick,Beastmaster,Naga Siren,Crystal Maiden,Ember Spirit,Monkey King,Morphling,Bounty Hunter,Disruptor,Enigma,Storm Spirit,Tinker,Undying,Terrorblade,Night Stalker,Doom,Dragon Knight,Outworld Destroyer,Puck,Kunkka,Batrider,Pangolier,Marci,Broodmother,ex-HellRaisers vs Execration,DreamLeague Season 19 
1358,Death Prophet,Disruptor,Marci,Pangolier,Templar Assassin,Luna,Enigma,Rubick,Batrider,Undying,Terrorblade,Bloodseeker,Visage,Shadow Fiend,Drow Ranger,Broodmother,Nature's Prophet,Morphling,Alchemist,Anti-Mage,Queen of Pain,Naga Siren,Beastmaster,Lycan,Shopify Rebellion vs TSM,DreamLeague Season 19 
1359,Enchantress,Lycan,Terrorblade,Hoodwink,Invoker,Huskar,Underlord,Crystal Maiden,Mirana,Doom,Puck,Zeus,Ember Spirit,Naga Siren,Batrider,Undying,Nature's Prophet,Pangolier,Tinker,Storm Spirit,Morphling,Monkey King,Rubick,Broodmother,Shopify Rebellion vs TSM,DreamLeague Season 19 
1360,Io,Leshrac,Tusk,Terrorblade,Primal Beast,Brewmaster,Bane,Nature's Prophet,Death Prophet,Rubick,Dark Seer,Zeus,Mirana,Pangolier,Drow Ranger,Disruptor,Broodmother,Underlord,Tidehunter,Clockwerk,Bloodseeker,Slark,Doom,Beastmaster,Gaimin Gladiators vs Entity,DreamLeague Season 19 
1361,Nature's Prophet,Undying,Clockwerk,Ember Spirit,Lone Druid,Dark Seer,Bounty Hunter,Anti-Mage,Pangolier,Rubick,Death Prophet,Huskar,Mirana,Lycan,Enigma,Disruptor,Broodmother,Terrorblade,Drow Ranger,Storm Spirit,Puck,Bloodseeker,Doom,Beastmaster,Gaimin Gladiators vs Entity,DreamLeague Season 19 
1362,Marci,Visage,Luna,Clockwerk,Monkey King,Ember Spirit,Drow Ranger,Jakiro,Beastmaster,Disruptor,Storm Spirit,Pangolier,Undying,Terrorblade,Naga Siren,Enchantress,Broodmother,Dragon Knight,Puck,Primal Beast,Morphling,Night Stalker,Batrider,Rubick,Execration vs Team Aster,DreamLeague Season 19 
1363,Marci,Batrider,Luna,Visage,Pudge,Weaver,Slark,Storm Spirit,Jakiro,Beastmaster,Snapfire,Mirana,Naga Siren,Abaddon,Ember Spirit,Disruptor,Enchantress,Bloodseeker,Drow Ranger,Anti-Mage,Morphling,Night Stalker,Broodmother,Rubick,Execration vs Team Aster,DreamLeague Season 19 
1364,Nature's Prophet,Disruptor,Bounty Hunter,Queen of Pain,Lifestealer,Chaos Knight,Marci,Jakiro,Batrider,Death Prophet,Terrorblade,Templar Assassin,Clockwerk,Naga Siren,Io,Primal Beast,Broodmother,Abaddon,Bloodseeker,Faceless Void,Drow Ranger,Slark,Dragon Knight,Doom,Evil Geniuses vs Ex-HellRaisers (page does not exist),DreamLeague Season 19 
1365,Leshrac,Clockwerk,Riki,Kunkka,Primal Beast,Outworld Destroyer,Enigma,Tiny,Disruptor,Dragon Knight,Shadow Fiend,Zeus,Bounty Hunter,Nature's Prophet,Techies,Doom,Broodmother,Rubick,Beastmaster,Timbersaw,Terrorblade,Io,Batrider,Death Prophet,Evil Geniuses vs Ex-HellRaisers (page does not exist),DreamLeague Season 19 
1366,Doom,Mirana,Lich,Ursa,Riki,Shadow Fiend,Ember Spirit,Nature's Prophet,Tiny,Enchantress,Templar Assassin,Slark,Bloodseeker,Drow Ranger,Monkey King,Io,Broodmother,Snapfire,Dragon Knight,Morphling,Terrorblade,Death Prophet,Anti-Mage,Rubick,Team Spirit vs Talon Esports,DreamLeague Season 19 
1367,Doom,Drow Ranger,Disruptor,Shadow Demon,Puck,Dragon Knight,Spectre,Phoenix,Death Prophet,Clockwerk,Ember Spirit,Pangolier,Slark,Tiny,Monkey King,Io,Broodmother,Riki,Batrider,Snapfire,Mirana,Undying,Anti-Mage,Rubick,Team Spirit vs Talon Esports,DreamLeague Season 19 
1368,Io,Leshrac,Bane,Bloodseeker,Razor,Troll Warlord,Techies,Invoker,Disruptor,Doom,Templar Assassin,Drow Ranger,Puck,Morphling,Ember Spirit,Monkey King,Broodmother,Beastmaster,Enigma,Anti-Mage,Sniper,Rubick,Death Prophet,Nature's Prophet,Team Liquid vs OG,DreamLeague Season 19 
1369,Beastmaster,Techies,Invoker,Monkey King,Sven,Mars,Enchantress,Anti-Mage,Storm Spirit,Io,Tidehunter,Primal Beast,Rubick,Drow Ranger,Clockwerk,Puck,Broodmother,Templar Assassin,Slark,Tiny,Ember Spirit,Dragon Knight,Disruptor,Doom,Team Liquid vs OG,DreamLeague Season 19 
1370,Dawnbreaker,Dark Willow,Phoenix,Naga Siren,Storm Spirit,Pugna,Riki,Abaddon,Beastmaster,Enchantress,Lion,Dark Seer,Rubick,Dragon Knight,Pangolier,Doom,Broodmother,Batrider,Kunkka,Anti-Mage,Slark,Alchemist,Snapfire,Tiny,Tundra Esports vs Beastcoast,DreamLeague Season 19 
1371,Tusk,Leshrac,Silencer,Ember Spirit,Abaddon,Monkey King,Mirana,Naga Siren,Beastmaster,Snapfire,Underlord,Riki,Luna,Pangolier,Dragon Knight,Doom,Broodmother,Troll Warlord,Sven,Anti-Mage,Dark Seer,Alchemist,Dawnbreaker,Tiny,Tundra Esports vs Beastcoast,DreamLeague Season 19 
1372,Tiny,Mirana,Chaos Knight,Keeper of the Light,Enigma,Lifestealer,Dragon Knight,Phoenix,Beastmaster,Enchantress,Templar Assassin,Faceless Void,Morphling,Disruptor,Anti-Mage,Nature's Prophet,Broodmother,Batrider,Tidehunter,Doom,Timbersaw,Abaddon,Io,Rubick,Nigma Galaxy vs Nouns,DreamLeague Season 19 
1373,Death Prophet,Disruptor,Enchantress,Morphling,Ember Spirit,Invoker,Earthshaker,Witch Doctor,Drow Ranger,Undying,Puck,Keeper of the Light,Tusk,Rubick,Doom,Io,Broodmother,Batrider,Pangolier,Ursa,Dragon Knight,Lycan,Beastmaster,Nature's Prophet,Nigma Galaxy vs Nouns,DreamLeague Season 19 
1374,Tusk,Death Prophet,Silencer,Puck,Slark,Templar Assassin,Anti-Mage,Lich,Shadow Demon,Doom,Tiny,Ember Spirit,Dragon Knight,Terrorblade,Drow Ranger,Disruptor,Broodmother,Bloodseeker,Monkey King,Lone Druid,Morphling,Undying,Io,Nature's Prophet,Talon Esports vs Nigma Galaxy,DreamLeague Season 19 
1375,Io,Leshrac,Phoenix,Slark,Underlord,Tiny,Ember Spirit,Silencer,Terrorblade,Doom,Mirana,Snapfire,Dragon Knight,Rubick,Ancient Apparition,Nature's Prophet,Broodmother,Tidehunter,Brewmaster,Bloodseeker,Primal Beast,Dark Seer,Disruptor,Death Prophet,Talon Esports vs Nigma Galaxy,DreamLeague Season 19 
1376,Enchantress,Primal Beast,Io,Ember Spirit,Sven,Faceless Void,Earthshaker,Storm Spirit,Dawnbreaker,Rubick,Lifestealer,Troll Warlord,Clockwerk,Silencer,Bloodseeker,Snapfire,Tiny,Slark,Ursa,Puck,Morphling,Disruptor,Anti-Mage,Doom,beastcoast vs Team Spirit,DreamLeague Season 19 
1377,Undying,Drow Ranger,Monkey King,Lycan,Kunkka,Ember Spirit,Troll Warlord,Silencer,Leshrac,Tusk,Batrider,Mars,Phoenix,Bloodseeker,Naga Siren,Snapfire,Tiny,Storm Spirit,Puck,Dragon Knight,Pangolier,Tidehunter,Doom,Anti-Mage,beastcoast vs Team Spirit,DreamLeague Season 19 
1378,Io,Slark,Dark Willow,Zeus,Sand King,Riki,Naga Siren,Mirana,Hoodwink,Doom,Outworld Destroyer,Kunkka,Disruptor,Pangolier,Bloodseeker,Beastmaster,Broodmother,Underlord,Tidehunter,Batrider,Leshrac,Storm Spirit,Monkey King,Rubick,Tundra Esports vs OG,DreamLeague Season 19 
1379,Enchantress,Dragon Knight,Snapfire,Lifestealer,Viper,Ursa,Monkey King,Dark Seer,Death Prophet,Rubick,Faceless Void,Slark,Pangolier,Anti-Mage,Batrider,Io,Broodmother,Zeus,Tidehunter,Bloodseeker,Enigma,Lycan,Beastmaster,Doom,Tundra Esports vs OG,DreamLeague Season 19 
1380,Undying,Lone Druid,Rubick,Riki,Earthshaker,Shadow Fiend,Necrophos,Enchantress,Disruptor,Doom,Ursa,Templar Assassin,Bloodseeker,Sniper,Lifestealer,Nature's Prophet,Beastmaster,Death Prophet,Batrider,Witch Doctor,Tusk,Drow Ranger,Io,Broodmother,nouns vs Team Liquid,DreamLeague Season 19 
1381,Necrophos,Disruptor,Rubick,Ember Spirit,Templar Assassin,Snapfire,Tusk,Primal Beast,Razor,Io,Death Prophet,Outworld Destroyer,Leshrac,Witch Doctor,Storm Spirit,Riki,Broodmother,Bloodseeker,Terrorblade,Faceless Void,Anti-Mage,Morphling,Beastmaster,Nature's Prophet,nouns vs Team Liquid,DreamLeague Season 19 
1382,Batrider,Nature's Prophet,Silencer,Tusk,Lone Druid,Phantom Lancer,Primal Beast,Disruptor,Marci,Queen of Pain,Abaddon,Morphling,Jakiro,Chaos Knight,Naga Siren,Death Prophet,Leshrac,Faceless Void,Luna,Tiny,Earth Spirit,Undying,Lycan,Broodmother,Evil Geniuses vs Shopify Rebellion,DreamLeague Season 19 
1383,Batrider,Nature's Prophet,Disruptor,Rubick,Lifestealer,Abaddon,Primal Beast,Clockwerk,Jakiro,Queen of Pain,Terrorblade,Morphling,Riki,Chaos Knight,Naga Siren,Leshrac,Death Prophet,Luna,Lone Druid,Earth Spirit,Undying,Tiny,Lycan,Broodmother,Evil Geniuses vs Shopify Rebellion,DreamLeague Season 19 
1384,Disruptor,Timbersaw,Monkey King,Shadow Fiend,Riki,Pangolier,Anti-Mage,Jakiro,Hoodwink,Broodmother,Primal Beast,Storm Spirit,Batrider,Ursa,Morphling,Lycan,Rubick,Ember Spirit,Puck,Slark,Pudge,Naga Siren,Night Stalker,Enchantress,Team Aster vs TSM,DreamLeague Season 19 
1385,Beastmaster,Rubick,Invoker,Silencer,Marci,Spirit Breaker,Phantom Assassin,Storm Spirit,Monkey King,Jakiro,Death Prophet,Dark Seer,Pangolier,Puck,Timbersaw,Disruptor,Enchantress,Bloodseeker,Terrorblade,Dragon Knight,Batrider,Morphling,Broodmother,Lycan,Team Aster vs TSM,DreamLeague Season 19 
1386,Dragon Knight,Enchantress,Techies,Batrider,Tinker,Necrophos,Shadow Fiend,Tiny,Undying,Rubick,Venomancer,Abaddon,Drow Ranger,Death Prophet,Pangolier,Disruptor,Broodmother,Anti-Mage,Naga Siren,Lycan,Bounty Hunter,Terrorblade,Nature's Prophet,Doom,ex-HellRaisers vs Entity,DreamLeague Season 19 
1387,Nature's Prophet,Undying,Nyx Assassin,Invoker,Naga Siren,Lycan,Silencer,Storm Spirit,Doom,Rubick,Drow Ranger,Terrorblade,Jakiro,Enchantress,Bounty Hunter,Dragon Knight,Broodmother,Slark,Anti-Mage,Puck,Batrider,Tiny,Death Prophet,Disruptor,ex-HellRaisers vs Entity,DreamLeague Season 19 
1388,Beastmaster,Mirana,Disruptor,Templar Assassin,Monkey King,Drow Ranger,Shadow Demon,Centaur Warrunner,Pangolier,Enchantress,Slark,Naga Siren,Tidehunter,Primal Beast,Terrorblade,Undying,Broodmother,Batrider,Puck,Clockwerk,Ember Spirit,Bloodseeker,Doom,Rubick,Gaimin Gladiators vs Execration,DreamLeague Season 19 
1389,Rubick,Enigma,Dragon Knight,Mirana,Outworld Destroyer,Bristleback,Dark Seer,Spirit Breaker,Leshrac,Io,Gyrocopter,Monkey King,Chaos Knight,Naga Siren,Clockwerk,Disruptor,Undying,Morphling,Bloodseeker,Batrider,Anti-Mage,Drow Ranger,Beastmaster,Broodmother,Gaimin Gladiators vs Execration,DreamLeague Season 19 
1390,Enchantress,Morphling,Primal Beast,Clockwerk,Ember Spirit,Huskar,Terrorblade,Crystal Maiden,Mirana,Beastmaster,Dragon Knight,Storm Spirit,Batrider,Anti-Mage,Drow Ranger,Undying,Io,Zeus,Dark Seer,Rubick,Tidehunter,Jakiro,Disruptor,Broodmother,Gaimin Gladiators vs Team Aster,DreamLeague Season 19 
1391,Doom,Rubick,Enchantress,Nature's Prophet,Ember Spirit,Primal Beast,Lion,Elder Titan,Shadow Fiend,Beastmaster,Storm Spirit,Batrider,Mirana,Monkey King,Clockwerk,Disruptor,Broodmother,Huskar,Queen of Pain,Terrorblade,Drow Ranger,Sniper,Undying,Io,Gaimin Gladiators vs Team Aster,DreamLeague Season 19 
1392,Invoker,Undying,Rubick,Beastmaster,Pudge,Kunkka,Silencer,Lion,Templar Assassin,Death Prophet,Troll Warlord,Night Stalker,Riki,Marci,Primal Beast,Broodmother,Batrider,Chaos Knight,Nature's Prophet,Tiny,Terrorblade,Drow Ranger,Clockwerk,Disruptor,Entity vs Evil Geniuses,DreamLeague Season 19 
1393,Death Prophet,Templar Assassin,Jakiro,Tusk,Doom,Viper,Morphling,Bounty Hunter,Invoker,Disruptor,Venomancer,Dark Seer,Tiny,Terrorblade,Drow Ranger,Undying,Clockwerk,Chaos Knight,Enigma,Riki,Marci,Primal Beast,Broodmother,Batrider,Entity vs Evil Geniuses,DreamLeague Season 19 
1394,Lycan,Pugna,Clockwerk,Shadow Fiend,Kunkka,Invoker,Snapfire,Doom,Night Stalker,Rubick,Puck,Tinker,Terrorblade,Timbersaw,Jakiro,Dragon Knight,Broodmother,Pangolier,Batrider,Naga Siren,Bloodseeker,Enchantress,Beastmaster,Disruptor,TSM vs Ex-HellRaisers (page does not exist),DreamLeague Season 19 
1395,Jakiro,Magnus,Techies,Ember Spirit,Abaddon,Morphling,Hoodwink,Invoker,Beastmaster,Enchantress,Lifestealer,Slark,Pugna,Anti-Mage,Disruptor,Rubick,Broodmother,Naga Siren,Enigma,Puck,Night Stalker,Terrorblade,Doom,Dragon Knight,TSM vs Ex-HellRaisers (page does not exist),DreamLeague Season 19 
1396,Nature's Prophet,Marci,Shadow Demon,Pangolier,Pudge,Phantom Assassin,Hoodwink,Lycan,Batrider,Undying,Spectre,Bloodseeker,Enigma,Terrorblade,Naga Siren,Beastmaster,Broodmother,Morphling,Night Stalker,Slark,Storm Spirit,Queen of Pain,Enchantress,Doom,Shopify Rebellion vs Execration,DreamLeague Season 19 
1397,Beastmaster,Invoker,Jakiro,Clockwerk,Dragon Knight,Tidehunter,Puck,Crystal Maiden,Rubick,Night Stalker,Enigma,Lycan,Pangolier,Templar Assassin,Kunkka,Enchantress,Doom,Lone Druid,Marci,Undying,Bloodseeker,Naga Siren,Batrider,Broodmother,Shopify Rebellion vs Execration,DreamLeague Season 19 
1398,Enchantress,Dragon Knight,Techies,Tidehunter,Pangolier,Templar Assassin,Phoenix,Tusk,Batrider,Nature's Prophet,Slark,Ursa,Tiny,Monkey King,Clockwerk,Io,Broodmother,Storm Spirit,Puck,Queen of Pain,Chaos Knight,Naga Siren,Doom,Beastmaster,Tundra Esports vs Talon Esports,DreamLeague Season 19 
1399,Batrider,Tiny,Enchantress,Puck,Morphling,Rubick,Queen of Pain,Abaddon,Beastmaster,Mirana,Disruptor,Silencer,Chaos Knight,Dragon Knight,Naga Siren,Doom,Broodmother,Terrorblade,Anti-Mage,Slark,Phoenix,Drow Ranger,Nature's Prophet,Io,Tundra Esports vs Talon Esports,DreamLeague Season 19 
1400,Beastmaster,Ancient Apparition,Tiny,Mirana,Drow Ranger,Monkey King,Tusk,Enchantress,Storm Spirit,Io,Bloodseeker,Pudge,Night Stalker,Doom,Lycan,Nature's Prophet,Broodmother,Slark,Morphling,Ember Spirit,Dragon Knight,Anti-Mage,Disruptor,Death Prophet,Nigma Galaxy vs Team Liquid,DreamLeague Season 19 
1401,Io,Primal Beast,Dragon Knight,Enchantress,Marci,Keeper of the Light,Bloodseeker,Jakiro,Earthshaker,Nature's Prophet,Timbersaw,Outworld Destroyer,Morphling,Ember Spirit,Clockwerk,Disruptor,Death Prophet,Ursa,Invoker,Doom,Rubick,Batrider,Storm Spirit,Broodmother,Nigma Galaxy vs Team Liquid,DreamLeague Season 19 
1402,Dragon Knight,Mirana,Marci,Sniper,Storm Spirit,Tiny,Shadow Demon,Drow Ranger,Beastmaster,Enchantress,Pangolier,Batrider,Morphling,Terrorblade,Slark,Doom,Anti-Mage,Ember Spirit,Zeus,Phantom Assassin,Naga Siren,Tinker,Io,Broodmother,Team Spirit vs OG,DreamLeague Season 19 
1403,Tusk,Death Prophet,Io,Sven,Ember Spirit,Zeus,Rubick,Elder Titan,Nature's Prophet,Doom,Tinker,Puck,Undying,Monkey King,Disruptor,Beastmaster,Broodmother,Storm Spirit,Dark Seer,Drow Ranger,Ursa,Slark,Primal Beast,Anti-Mage,Team Spirit vs OG,DreamLeague Season 19 
1404,Tusk,Leshrac,Witch Doctor,Alchemist,Kunkka,Lycan,Rubick,Ember Spirit,Drow Ranger,Silencer,Dragon Knight,Primal Beast,Lone Druid,Pangolier,Earthshaker,Io,Broodmother,Naga Siren,Slark,Snapfire,Enchantress,Bloodseeker,Clockwerk,Tiny,beastcoast vs Nouns,DreamLeague Season 19 
1405,Enchantress,Centaur Warrunner,Dark Willow,Sven,Doom,Morphling,Slark,Earthshaker,Witch Doctor,Silencer,Leshrac,Invoker,Pangolier,Lone Druid,Ember Spirit,Io,Broodmother,Mars,Kunkka,Faceless Void,Naga Siren,Bloodseeker,Tiny,Clockwerk,beastcoast vs Nouns,DreamLeague Season 19 
1406,Beastmaster,Rubick,Techies,Slark,Tinker,Necrophos,Troll Warlord,Clockwerk,Ember Spirit,Silencer,Leshrac,Dark Seer,Snapfire,Alchemist,Naga Siren,Enchantress,Tiny,Pangolier,Invoker,Dragon Knight,Death Prophet,Morphling,Doom,Broodmother,OG vs Beastcoast,DreamLeague Season 19 
1407,Silencer,Storm Spirit,Clockwerk,Dark Seer,Ursa,Invoker,Morphling,Disruptor,Rubick,Undying,Puck,Pangolier,Beastmaster,Dragon Knight,Anti-Mage,Broodmother,Doom,Troll Warlord,Slark,Tusk,Snapfire,Naga Siren,Ember Spirit,Tiny,OG vs Beastcoast,DreamLeague Season 19 
1408,Rubick,Centaur Warrunner,Tusk,Terrorblade,Batrider,Pangolier,Hoodwink,Templar Assassin,Enchantress,Doom,Storm Spirit,Zeus,Morphling,Bloodseeker,Monkey King,Broodmother,Io,Dragon Knight,Ember Spirit,Ursa,Slark,Drow Ranger,Anti-Mage,Primal Beast,Team Liquid vs Team Spirit,DreamLeague Season 19 
1409,Enchantress,Ember Spirit,Keeper of the Light,Undying,Nature's Prophet,Phantom Lancer,Disruptor,Dragon Knight,Mirana,Beastmaster,Ursa,Templar Assassin,Faceless Void,Slark,Drow Ranger,Primal Beast,Anti-Mage,Bloodseeker,Phantom Assassin,Monkey King,Morphling,Sniper,Doom,Broodmother,Team Liquid vs Team Spirit,DreamLeague Season 19 
1410,Enchantress,Beastmaster,Naga Siren,Snapfire,Riki,Timbersaw,Drow Ranger,Clockwerk,Shadow Demon,Dragon Knight,Underlord,Dark Seer,Bloodseeker,Morphling,Anti-Mage,Death Prophet,Io,Lycan,Storm Spirit,Zeus,Rubick,Pangolier,Doom,Broodmother,Tundra Esports vs Nigma Galaxy,DreamLeague Season 19 
1411,Mirana,Dragon Knight,Rubick,Wraith King,Visage,Sven,Zeus,Disruptor,Shadow Demon,Doom,Terrorblade,Slark,Anti-Mage,Batrider,Enchantress,Io,Broodmother,Tidehunter,Enigma,Naga Siren,Lycan,Riki,Beastmaster,Pangolier,Tundra Esports vs Nigma Galaxy,DreamLeague Season 19 
1412,Io,Legion Commander,Marci,Drow Ranger,Monkey King,Zeus,Timbersaw,Clockwerk,Anti-Mage,Silencer,Storm Spirit,Bloodseeker,Doom,Ember Spirit,Puck,Tiny,Nature's Prophet,Kunkka,Batrider,Riki,Terrorblade,Lone Druid,Witch Doctor,Broodmother,nouns vs Talon Esports,DreamLeague Season 19 
1413,Io,Riki,Hoodwink,Bounty Hunter,Troll Warlord,Pugna,Zeus,Lich,Tiny,Anti-Mage,Enigma,Beastmaster,Ember Spirit,Batrider,Timbersaw,Silencer,Nature's Prophet,Chaos Knight,Templar Assassin,Lone Druid,Centaur Warrunner,Terrorblade,Witch Doctor,Broodmother,nouns vs Talon Esports,DreamLeague Season 19 
1414,Disruptor,Undying,Ember Spirit,Sniper,Bloodseeker,Slark,Marci,Huskar,Enchantress,Beastmaster,Anti-Mage,Morphling,Shadow Fiend,Batrider,Invoker,Rubick,Broodmother,Ancient Apparition,Dark Seer,Drow Ranger,Tidehunter,Terrorblade,Doom,Nature's Prophet,Gaimin Gladiators vs TSM,DreamLeague Season 19 
1415,Lycan,Rubick,Lion,Bloodseeker,Shadow Fiend,Dragon Knight,Mirana,Pangolier,Naga Siren,Disruptor,Brewmaster,Underlord,Undying,Tidehunter,Doom,Nature's Prophet,Broodmother,Storm Spirit,Puck,Ember Spirit,Leshrac,Pudge,Beastmaster,Enchantress,Gaimin Gladiators vs TSM,DreamLeague Season 19 
1416,Rubick,Nature's Prophet,Jakiro,Invoker,Venomancer,Dragon Knight,Shadow Fiend,Techies,Elder Titan,Beastmaster,Tiny,Puck,Ember Spirit,Monkey King,Storm Spirit,Enchantress,Broodmother,Brewmaster,Lycan,Batrider,Clockwerk,Night Stalker,Undying,Disruptor,Entity vs Team Aster,DreamLeague Season 19 
1417,Doom,Rubick,Jakiro,Anti-Mage,Batrider,Tiny,Nyx Assassin,Death Prophet,Undying,Nature's Prophet,Pangolier,Puck,Invoker,Enigma,Lycan,Disruptor,Broodmother,Ember Spirit,Storm Spirit,Terrorblade,Drow Ranger,Morphling,Beastmaster,Enchantress,Entity vs Team Aster,DreamLeague Season 19 
1418,Enchantress,Puck,Beastmaster,Snapfire,Morphling,Tidehunter,Terrorblade,Disruptor,Invoker,Clockwerk,Bounty Hunter,Timbersaw,Naga Siren,Drow Ranger,Night Stalker,Dragon Knight,Doom,Lone Druid,Ursa,Nature's Prophet,Enigma,Lycan,Batrider,Broodmother,Shopify Rebellion vs Ex-HellRaisers (page does not exist),DreamLeague Season 19 
1419,Doom,Mirana,Tusk,Drow Ranger,Queen of Pain,Anti-Mage,Magnus,Techies,Death Prophet,Enchantress,Nature's Prophet,Slark,Morphling,Enigma,Dragon Knight,Rubick,Broodmother,Huskar,Outworld Destroyer,Puck,Invoker,Clockwerk,Disruptor,Batrider,Shopify Rebellion vs Ex-HellRaisers (page does not exist),DreamLeague Season 19 
1420,Batrider,Clockwerk,Crystal Maiden,Underlord,Anti-Mage,Morphling,Snapfire,Ember Spirit,Mirana,Beastmaster,Lifestealer,Faceless Void,Slark,Disruptor,Shadow Demon,Marci,Broodmother,Monkey King,Abaddon,Io,Jakiro,Terrorblade,Death Prophet,Primal Beast,Execration vs Evil Geniuses,DreamLeague Season 19 
1421,Doom,Enchantress,Crystal Maiden,Shadow Fiend,Monkey King,Luna,Undying,Tusk,Primal Beast,Death Prophet,Terrorblade,Naga Siren,Disruptor,Jakiro,Snapfire,Batrider,Broodmother,Morphling,Visage,Rubick,Drow Ranger,Clockwerk,Marci,Beastmaster,Execration vs Evil Geniuses,DreamLeague Season 19 
1422,Doom,Rubick,Jakiro,Nature's Prophet,Ember Spirit,Enigma,Shadow Fiend,Elder Titan,Death Prophet,Disruptor,Timbersaw,Primal Beast,Ursa,Monkey King,Clockwerk,Beastmaster,Broodmother,Pangolier,Batrider,Enchantress,Terrorblade,Drow Ranger,Night Stalker,Marci,Team Aster vs Execration,DreamLeague Season 19 
1423,Mirana,Dragon Knight,Jakiro,Morphling,Riki,Puck,Terrorblade,Undying,Lycan,Rubick,Storm Spirit,Huskar,Warlock,Death Prophet,Invoker,Beastmaster,Broodmother,Dark Seer,Underlord,Enchantress,Monkey King,Naga Siren,Doom,Marci,TSM vs Execration,DreamLeague Season 19 
1424,Enchantress,Nature's Prophet,Shadow Demon,Pangolier,Dragon Knight,Phantom Assassin,Ember Spirit,Primal Beast,Death Prophet,Disruptor,Templar Assassin,Morphling,Marci,Naga Siren,Mirana,Rubick,Lycan,Anti-Mage,Shadow Fiend,Clockwerk,Terrorblade,Drow Ranger,Beastmaster,Broodmother,TSM vs Team Aster,DreamLeague Season 19 
